name,rating,time,age,complexity,abstract,childrens,customizable,family,party,strategy,thematic,wargames
Marco Polo II: In the Service of the Khan,8.2,60.0,12.0,3.4,0,0,0,0,0,1,0,0
Monsters Ravage America,5.8,90.0,10.0,2.19,0,0,0,0,0,0,1,0
Brass: Birmingham,8.7,60.0,14.0,3.91,0,0,0,0,0,1,0,0
Dominant Species,7.8,120.0,14.0,4.04,0,0,0,0,0,1,0,0
Mage Knight Board Game,8.1,60.0,14.0,4.31,0,0,0,0,0,1,0,0
PARKS,7.9,30.0,10.0,2.17,0,0,0,1,0,0,0,0
Ouro de Tolo,6.7,40.0,8.0,1.17,0,0,0,1,0,0,0,0
Root,8.1,60.0,10.0,3.68,0,0,0,0,0,1,0,0
Jaipur,7.5,30.0,12.0,1.49,0,0,0,1,0,0,0,0
Isolate,4.5,45.0,8.0,1.75,1,0,0,0,0,0,0,0
The Lord of the Rings: Journeys in Middle-Earth,8.1,60.0,14.0,2.56,0,0,0,0,0,0,1,0
Code Cracker,6.0,30.0,8.0,1.23,0,0,0,1,0,0,0,0
Watergate,8.0,30.0,12.0,2.25,0,0,0,0,0,1,0,0
Kogworks,6.1,30.0,6.0,1.55,1,0,0,0,0,0,0,0
Pandemic,7.6,45.0,8.0,2.41,0,0,0,1,0,0,0,0
This War of Mine: The Board Game,7.8,45.0,18.0,3.26,0,0,0,0,0,0,1,0
Der Herr der Ringe: Die Gefährten,4.8,60.0,10.0,1.6,0,0,0,1,0,0,0,0
LEGO Racers Super Speedway Game,4.6,30.0,5.0,1.2,0,1,0,0,0,0,0,0
Stone Age,7.6,60.0,10.0,2.48,0,0,0,1,0,0,0,0
History of the Second World War,4.1,360.0,12.0,2.5,0,0,0,0,0,0,0,1
Race for the Galaxy,7.8,30.0,12.0,2.98,0,0,0,0,0,1,0,0
1830: Railways & Robber Barons,7.9,180.0,14.0,4.16,0,0,0,0,0,1,0,0
Pax Pamir: Second Edition,8.4,45.0,13.0,3.79,0,0,0,0,0,1,0,0
Hedbanz for Adults!,5.4,60.0,8.0,1.09,0,0,0,0,1,0,0,0
Russian Railroads,7.8,90.0,12.0,3.41,0,0,0,0,0,1,0,0
Ticket to Ride,7.4,30.0,8.0,1.85,0,0,0,1,0,0,0,0
Inis,7.8,60.0,14.0,2.88,0,0,0,0,0,1,0,0
Gaia Project,8.5,60.0,12.0,4.35,0,0,0,0,0,1,0,0
Eldritch Horror,7.8,120.0,14.0,3.32,0,0,0,0,0,0,1,0
Dead of Winter: A Crossroads Game,7.6,60.0,13.0,3.02,0,0,0,0,0,0,1,0
Sagrada,7.5,30.0,14.0,1.93,1,0,0,0,0,0,0,0
Steam,7.6,90.0,10.0,3.46,0,0,0,0,0,1,0,0
Warfare in the Age of Reason,7.6,180.0,12.0,3.33,0,0,0,0,0,0,0,1
Star Wars: X-Wing Miniatures Game,7.7,30.0,14.0,2.49,0,0,1,0,0,0,0,0
Sushi Go Party!,7.5,20.0,8.0,1.31,0,0,0,1,0,0,0,0
Therapy,5.3,90.0,16.0,1.42,0,0,0,0,1,0,0,0
Ticket to Ride: Europe,7.5,30.0,8.0,1.94,0,0,0,1,0,0,0,0
Cyclades,7.5,60.0,13.0,2.82,0,0,0,0,0,1,0,0
Roll for the Galaxy,7.7,45.0,13.0,2.77,0,0,0,0,0,1,0,0
Spearhead,6.7,120.0,12.0,2.92,0,0,0,0,0,0,0,1
Roll Player,7.5,60.0,10.0,2.39,0,0,0,0,0,1,0,0
Star Realms,7.6,20.0,12.0,1.94,0,0,0,0,0,1,0,0
Tzolk'in: The Mayan Calendar,7.9,90.0,13.0,3.67,0,0,0,0,0,1,0,0
War of the Ring: Second Edition,8.5,150.0,13.0,4.15,0,0,0,0,0,0,1,0
Viticulture Essential Edition,8.1,45.0,13.0,2.9,0,0,0,0,0,1,0,0
Blood Rage,8.0,60.0,14.0,2.88,0,0,0,0,0,1,0,0
Robinson Crusoe: Adventures on the Cursed Island,7.8,60.0,14.0,3.78,0,0,0,0,0,0,1,0
Agricola (Revised Edition),8.0,30.0,12.0,3.5,0,0,0,0,0,1,0,0
Dominion,7.6,30.0,13.0,2.36,0,0,0,0,0,1,0,0
Advance to Boardwalk,5.4,60.0,8.0,1.55,0,0,0,1,0,0,0,0
Splendor,7.4,30.0,10.0,1.8,0,0,0,1,0,0,0,0
Commands & Colors: Ancients,7.8,60.0,12.0,2.69,0,0,0,0,0,0,0,1
Through the Ages: A New Story of Civilization,8.4,120.0,14.0,4.41,0,0,0,0,0,1,0,0
Tainted Grail: The Fall of Avalon,8.4,60.0,14.0,3.29,0,0,0,0,0,0,1,0
Combat Commander: Europe,7.9,60.0,12.0,3.25,0,0,0,0,0,0,0,1
The Gallerist,8.0,60.0,13.0,4.28,0,0,0,0,0,1,0,0
Barrage,8.2,60.0,14.0,4.03,0,0,0,0,0,1,0,0
Android: Netrunner,7.9,45.0,14.0,3.38,0,0,1,0,0,0,0,0
Fields of Arle,8.1,60.0,13.0,3.88,0,0,0,0,0,1,0,0
Arkham Horror: The Card Game,8.2,60.0,14.0,3.44,0,0,1,0,0,0,0,0
Deception: Murder in Hong Kong,7.5,20.0,14.0,1.6,0,0,0,0,1,0,0,0
Secrets of the Tombs,4.9,30.0,8.0,1.76,0,0,0,1,0,0,0,0
Grand Austria Hotel,7.9,60.0,12.0,3.22,0,0,0,0,0,1,0,0
The 7th Continent,8.1,5.0,14.0,2.87,0,0,0,0,0,0,1,0
The Quest for El Dorado,7.6,30.0,10.0,1.92,0,0,0,1,0,0,0,0
Borodino: Doomed Victory,4.3,240.0,12.0,3.2,0,0,0,0,0,0,0,1
Stalingrad,6.2,360.0,12.0,3.0,0,0,0,0,0,0,0,1
Saikoro,6.6,10.0,8.0,1.56,1,0,0,0,0,0,0,0
Eclipse: Second Dawn for the Galaxy,8.8,60.0,14.0,3.47,0,0,0,0,0,1,0,0
Cthulhu: Death May Die,8.2,90.0,14.0,2.41,0,0,0,0,0,0,1,0
Kingdom Death: Monster,8.7,60.0,17.0,4.25,0,0,0,0,0,0,1,0
